"Source","Statistic","Reported.Comparison","Reported.P.Value","Raw"
"1729","Economic Strain and Children's Behavior in the Aftermath of the Great Recession - Jeanne Leininger - 2014","p","<",0.01,"p < .01"
"1828","Economic Strain and Children's Behavior in the Aftermath of the Great Recession - Jeanne Leininger - 2014","p","<",0.05,"p < .05"
"1926","Economic Strain and Children's Behavior in the Aftermath of the Great Recession - Jeanne Leininger - 2014","p","<",0.01,"p < .01"
"2026","Economic Strain and Children's Behavior in the Aftermath of the Great Recession - Jeanne Leininger - 2014","p","ns",NA," NS"
"1188","Economists, Capitalists, and the Making of Globalization  North American Free Trade in Comparative-Historical Perspective","p","ns",NA," NS"
"2163","Economists, Capitalists, and the Making of Globalization  North American Free Trade in Comparative-Historical Perspective","p","ns",NA," NS"
"1189","Economy “versus” Environment - Longo","p","<",0.05,"p < 0.05"
"2164","Economy “versus” Environment - Longo","p","<",0.01,"p < 0.01"
"3151","Economy “versus” Environment - Longo","p","<",0.001,"p < 0.001"
"4150","Economy “versus” Environment - Longo","p","<",0.001,"p < 0.001"
"5149","Economy “versus” Environment - Longo","p","<",0.05,"p < 0.05"
"6146","Economy “versus” Environment - Longo","p","<",0.01,"p < 0.01"
"7145","Economy “versus” Environment - Longo","p","<",0.001,"p < 0.001"
"8143","Economy “versus” Environment - Longo","p","<",0.05,"p < 0.05"
"973","Economy “versus” Environment - Longo","p","<",0.01,"p < 0.01"
"1047","Economy “versus” Environment - Longo","p","<",0.001,"p < 0.001"
"1190","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","<",0.001,"p < .001"
"2165","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","<",0.05,"p < 0.05"
"3152","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","<",0.01,"p < 0.01"
"4151","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","<",0.001,"p < 0.001"
"5150","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","<",0.001,"p < .001"
"6147","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","<",0.001,"p < .001"
"7146","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","<",0.001,"p < .001"
"8144","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","<",0.05,"p < .05"
"974","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","<",0.01,"p < .01"
"1048","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","<",0.001,"p < .001"
"1191","Educational Gradients in Parents' Child-Care Time Across Countries, 1965–2012 - Dotti Sani - 2016","p","ns",NA," Ns"
"1192","Effect of Low-Income Unmarried Fathers' Presence at Birth on Involvement - Bellamy - 2015","p","<",0.001,"p < .001"
"2166","Effect of Low-Income Unmarried Fathers' Presence at Birth on Involvement - Bellamy - 2015","p","<",0.05,"p < .05"
"3153","Effect of Low-Income Unmarried Fathers' Presence at Birth on Involvement - Bellamy - 2015","p","<",0.05,"p < .05"
"4152","Effect of Low-Income Unmarried Fathers' Presence at Birth on Involvement - Bellamy - 2015","p","<",0.05,"p < .05"
"5151","Effect of Low-Income Unmarried Fathers' Presence at Birth on Involvement - Bellamy - 2015","p","<",0.05,"p < .05"
"6148","Effect of Low-Income Unmarried Fathers' Presence at Birth on Involvement - Bellamy - 2015","p","<",0.05,"p < .05"
"7147","Effect of Low-Income Unmarried Fathers' Presence at Birth on Involvement - Bellamy - 2015","p","<",0.05,"p < .05"
"8145","Effect of Low-Income Unmarried Fathers' Presence at Birth on Involvement - Bellamy - 2015","p","<",0.01,"p < .01"
"1193","Effect of Marriage and Spousal Criminality on Recidivism - Andersen - 2015","p","<",0.01,"p < .01"
"2167","Effect of Marriage and Spousal Criminality on Recidivism - Andersen - 2015","p","<",0.001,"p < .001"
"3154","Effect of Marriage and Spousal Criminality on Recidivism - Andersen - 2015","p","<",0.05,"p < .05"
"4153","Effect of Marriage and Spousal Criminality on Recidivism - Andersen - 2015","p","<",0.01,"p < .01"
"5152","Effect of Marriage and Spousal Criminality on Recidivism - Andersen - 2015","p","<",0.001,"p < .001"
"6149","Effect of Marriage and Spousal Criminality on Recidivism - Andersen - 2015","p","<",0.05,"p < .05"
"7148","Effect of Marriage and Spousal Criminality on Recidivism - Andersen - 2015","p","<",0.001,"p < .001"
"1194","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"2168","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"3155","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"4154","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"5153","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"6150","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"7149","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"8146","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"975","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"1049","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.01,"p < .01"
"1195","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"1239","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.01,"p < .01"
"1336","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.05,"p < .05"
"1435","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"1534","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.05,"p < .05"
"1633","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","ns",NA,"(NS"
"1730","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"1829","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.05,"p < .05"
"1927","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","ns",NA," NS"
"2027","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","ns",NA," NS"
"2169","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.05,"p < .05"
"2224","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"2324","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.05,"p < .05"
"2424","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"2522","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.01,"p < .01"
"2620","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"2719","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.01,"p < .01"
"2817","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"2915","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"3014","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","ns",NA," NS"
"3156","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","ns",NA," NS"
"3214","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"3314","Effective Communication Strategies for Store Remodeling- Stephanie Qing Liu, Anna S. Mattila, 2016","p","<",0.001,"p < .001"
"1196","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","<",0.01,"p< .01"
"2170","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","=",0,"p = .00"
"3157","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","<",0.001,"p< .001"
"4155","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","<",0.01,"p< .01"
"5154","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","=",0,"p = .00"
"6151","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","=",0,"p = .00"
"7150","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p",">",0.45,"p> .45"
"8147","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","=",0,"p = .00"
"976","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","=",0,"p = .00"
"1050","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","<",0.001,"p< .001"
"1197","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p",">",0.07,"p> .07"
"1240","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","=",0,"p = .00"
"1337","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","=",0,"p = .00"
"1436","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","=",0.12,"p = .12"
"1535","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","<",0.005,"p< .005"
"1634","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p","=",1,"p = 1.00"
"1731","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p",">",0.32,"p> .32"
"1830","Effects of Customer Participation in Corporate Social Responsibility (CSR) Programs... - Cha, Yi, Bagozzi, 2016","p",">",0.1,"p> .10"
"1198","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"2171","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"3158","Elizabeth Aura McClintock, 2014","p","<",0.05,"p < .05"
"4156","Elizabeth Aura McClintock, 2014","p","<",0.01,"p < .01"
"5155","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"6152","Elizabeth Aura McClintock, 2014","p","<",0.05,"p < .05"
"7151","Elizabeth Aura McClintock, 2014","p","<",0.01,"p < .01"
"8148","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"977","Elizabeth Aura McClintock, 2014","p","<",0.05,"p < .05"
"1052","Elizabeth Aura McClintock, 2014","p","<",0.01,"p < .01"
"1199","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"1241","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"1338","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"1437","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"1536","Elizabeth Aura McClintock, 2014","p","<",0.01,"p < .01"
"1635","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"1732","Elizabeth Aura McClintock, 2014","p","<",0.05,"p < .05"
"1831","Elizabeth Aura McClintock, 2014","p","<",0.01,"p < .01"
"1928","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"2028","Elizabeth Aura McClintock, 2014","p","<",0.05,"p < .05"
"2172","Elizabeth Aura McClintock, 2014","p","<",0.01,"p < .01"
"2225","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"2325","Elizabeth Aura McClintock, 2014","p","<",0.05,"p < .05"
"2425","Elizabeth Aura McClintock, 2014","p","<",0.01,"p < .01"
"2523","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"2621","Elizabeth Aura McClintock, 2014","p","<",0.05,"p < .05"
"2720","Elizabeth Aura McClintock, 2014","p","<",0.01,"p < .01"
"2818","Elizabeth Aura McClintock, 2014","p","<",0.001,"p < .001"
"1200","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.05,"P < .05"
"2173","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.01,"P < .01"
"3159","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.001,"P < .001"
"4157","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.05,"P < .05"
"5156","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.01,"P < .01"
"6153","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.001,"P < .001"
"7152","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.05,"P < .05"
"8149","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.01,"P < .01"
"978","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.001,"P < .001"
"1053","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.05,"P < .05"
"11100","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.01,"P < .01"
"1242","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.001,"P < .001"
"1339","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.05,"P < .05"
"1438","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.01,"P < .01"
"1537","Emergent Ghettos  Black Neighborhoods in New York and Chicago, 1880–1940","p","",0.001,"P < .001"
"1201","Emotions and the Self  Depression and Identity Change - Cast","p","<",0.01,"p < 0.01"
"2174","Emotions and the Self  Depression and Identity Change - Cast","p","<",0.01,"p < 0.01"
